"emp_id","full_name","job_title","department","business_unit","gender","age","country","city","experience","salary"
"E00245","Lucas Daniels","Manager","Sales","Corporate","Male",42,"United States","Chicago",13,NULL
"E03471","Julia Sandoval","Manager","Human Resources","Corporate","Female",42,"United States","Miami",6,NULL
"E00717","Kennedy Vargas","Business Partner","Human Resources","Manufacturing","Female",45,"Brazil","Manaus",18,NULL
"E01966","Thomas Williams","Field Engineer","Engineering","Speciality Products","Male",45,"United States","Columbus",8,NULL
"E03683","Raelynn Hong","Director","Marketing","Speciality Products","Female",28,"China","Beijing",4,NULL
"E04766","Lyla Yoon","Vice President","Accounting","Manufacturing","Female",38,"United States","Austin",11,NULL
"E01465","Hannah White","Sr. Manger","Accounting","Corporate","Female",62,"United States","Phoenix",15,NULL
"E00206","Theodore Xi","Manager","Finance","Corporate","Male",52,"China","Shanghai",14,NULL
"E04088","Ezra Liang","Vice President","Finance","Research & Development","Male",52,"United States","Miami",27,NULL
"E02066","Grayson Yee","Manager","Human Resources","Corporate","Male",48,"China","Beijing",8,NULL
"E03364","Audrey Lee","Development Engineer","Engineering","Speciality Products","Female",51,"China","Chongqing",7,NULL
"E00607","Jameson Allen","Director","Marketing","Speciality Products","Male",32,"United States","Seattle",7,NULL
"E03681","Lyla Chen","Sr. Business Partner","Human Resources","Research & Development","Female",45,"United States","Chicago",5,NULL
"E02298","Emily Doan","Engineering Manager","Engineering","Corporate","Female",32,"United States","Phoenix",9,NULL
"E02984","Jack Mai","Sr. Analyst","Marketing","Corporate","Male",45,"China","Chengdu",16,NULL
"E04699","Ivy Tang","Development Engineer","Engineering","Speciality Products","Female",48,"China","Shanghai",12,NULL
"E03579","Robert Zhang","Vice President","Marketing","Corporate","Male",45,"United States","Phoenix",8,NULL
"E04969","Abigail Vang","Operations Engineer","Engineering","Research & Development","Female",40,"China","Chengdu",7,NULL
"E00170","Claire Adams","Director","Sales","Manufacturing","Female",61,"United States","Phoenix",26,NULL
"E00955","Theodore Marquez","Development Engineer","Engineering","Speciality Products","Male",54,"Brazil","Sao Paulo",11,NULL
"E00810","Hunter Nunez","Vice President","Human Resources","Corporate","Male",62,"United States","Seattle",21,NULL
"E04542","Camila Cortez","Manager","Marketing","Manufacturing","Female",29,"United States","Phoenix",3,NULL
"E02818","Aaron Garza","Director","Sales","Research & Development","Male",39,"United States","Columbus",10,NULL
"E02907","Jose Singh","Sr. Manger","Finance","Speciality Products","Male",44,"United States","Columbus",14,NULL
"E00023","Gabriel Joseph","Director","Engineering","Manufacturing","Male",52,"United States","Miami",17,NULL
"E02391","Natalia Santos","Vice President","Human Resources","Speciality Products","Female",45,"Brazil","Sao Paulo",5,NULL
"E00634","Samantha Chavez","Sr. Analyst","Sales","Speciality Products","Female",53,"Brazil","Manaus",7,NULL
"E01249","Samuel Bailey","Vice President","Accounting","Speciality Products","Male",41,"United States","Seattle",10,NULL
"E04683","Ezekiel Delgado","Director","Engineering","Speciality Products","Male",40,"Brazil","Manaus",4,NULL
"E03834","Anthony Carter","Director","Engineering","Speciality Products","Male",41,"United States","Columbus",17,NULL
"E02923","Ethan Tang","Sr. Analyst","Accounting","Speciality Products","Male",54,"United States","Chicago",8,NULL
"E02642","Sebastian Rogers","HRIS Analyst","Human Resources","Research & Development","Male",38,"United States","Miami",4,NULL
"E04157","William Cao","Sr. Analyst","Marketing","Manufacturing","Male",63,"China","Beijing",7,NULL
"E03528","Leo Hsu","Sr. Manger","Human Resources","Manufacturing","Male",62,"China","Chongqing",6,NULL
"E04415","Penelope Fong","Director","Accounting","Corporate","Female",60,"China","Chongqing",20,NULL
"E04484","Vivian Thao","Quality Engineer","Engineering","Research & Development","Female",45,"United States","Chicago",9,NULL
"E02800","Eva Estrada","Sr. Manger","Sales","Speciality Products","Female",45,"Brazil","Sao Paulo",5,NULL
"E04926","Emma Luna","Field Engineer","Engineering","Speciality Products","Female",52,"Brazil","Manaus",16,NULL
"E01268","Charlotte Wu","Sr. Business Partner","Human Resources","Manufacturing","Female",63,"China","Shanghai",17,NULL
"E04853","Vivian Chu","Sr. Account Representative","Sales","Research & Development","Female",46,"China","Shanghai",3,NULL
"E01209","Jayden Williams","Manager","Human Resources","Manufacturing","Male",64,"United States","Columbus",31,NULL
"E02024","Amelia Bell","Sr. Analyst","Sales","Manufacturing","Female",53,"United States","Seattle",6,NULL
"E02427","Addison Mehta","Manager","Sales","Corporate","Female",27,"United States","Columbus",5,NULL
"E00276","Alexander Jackson","Manager","Human Resources","Corporate","Male",45,"United States","Columbus",11,NULL
"E00951","Everly Lin","Business Partner","Human Resources","Manufacturing","Female",25,"China","Chongqing",3,NULL
"E02307","Skylar Evans","Director","Accounting","Research & Development","Female",42,"United States","Austin",15,NULL
"E02375","Lincoln Huynh","Sr. Manger","Finance","Manufacturing","Male",63,"United States","Austin",22,NULL
"E02276","Hazel Griffin","Field Engineer","Engineering","Corporate","Female",32,"United States","Phoenix",8,NULL
"E02649","Charles Gonzalez","Quality Engineer","Engineering","Research & Development","Male",27,"Brazil","Rio de Janerio",5,NULL
"E00503","Leah Patterson","Manager","Human Resources","Research & Development","Female",33,"United States","Austin",12,NULL
"E01706","Avery Sun","Operations Engineer","Engineering","Manufacturing","Female",45,"China","Chongqing",20,NULL
"E00676","Isaac Yoon","Manager","Human Resources","Corporate","Male",41,"United States","Chicago",5,NULL
"E01396","Jack Vu","Analyst II","Accounting","Research & Development","Male",43,"China","Chengdu",10,NULL
"E00749","Valentina Moua","Account Representative","Sales","Manufacturing","Female",37,"United States","Columbus",8,NULL
"E01941","Quinn Trinh","Analyst II","Sales","Corporate","Female",42,"China","Beijing",14,NULL
"E01413","Caroline Nelson","Sr. Account Representative","Sales","Speciality Products","Female",60,"United States","Columbus",26,NULL
"E03994","Henry Jung","Automation Engineer","Engineering","Manufacturing","Male",57,"United States","Austin",6,NULL
"E00608","Anna Han","Development Engineer","Engineering","Manufacturing","Female",29,"United States","Chicago",4,NULL
"E02732","Alice Tran","Analyst","Marketing","Corporate","Female",39,"United States","Seattle",9,NULL
"E00324","Hailey Song","Manager","Finance","Research & Development","Female",37,"China","Chongqing",7,NULL
"E00518","Lydia Morales","Manager","Finance","Speciality Products","Female",51,"Brazil","Manaus",10,NULL
"E01286","Liam Sanders","Sr. Business Partner","Human Resources","Corporate","Male",46,"United States","Seattle",17,NULL
"E04564","Luke Sanchez","Sr. Manger","Human Resources","Manufacturing","Male",41,"Brazil","Sao Paulo",8,NULL
"E02033","Grace Sun","Director","Finance","Research & Development","Female",25,"China","Shanghai",3,NULL
"E00412","Ezra Banks","Analyst II","Sales","Research & Development","Male",37,"United States","Chicago",14,NULL
"E01844","Jayden Kang","Analyst","Finance","Research & Development","Male",46,"United States","Seattle",13,NULL
"E00667","Skylar Shah","Field Engineer","Engineering","Manufacturing","Female",42,"United States","Phoenix",12,NULL
"E02639","Sebastian Le","Analyst","Finance","Corporate","Male",37,"China","Beijing",8,NULL
"E00287","Luca Nelson","Manager","Finance","Speciality Products","Male",60,"United States","Miami",13,NULL
"E02235","Riley Ramirez","Sr. Business Partner","Human Resources","Research & Development","Female",52,"United States","Chicago",24,NULL
"E02720","Jaxon Fong","Sr. Analyst","Sales","Speciality Products","Male",59,"China","Beijing",27,NULL
"E01188","Alexander James","Sr. Manger","Human Resources","Manufacturing","Male",42,"United States","Columbus",11,NULL
"E03289","Christopher Lam","Vice President","Accounting","Manufacturing","Male",64,"United States","Columbus",11,NULL
"E01947","Sophie Owens","Analyst II","Finance","Research & Development","Female",30,"United States","Seattle",9,NULL
"E02024","Addison Perez","Operations Engineer","Engineering","Speciality Products","Female",29,"Brazil","Sao Paulo",3,NULL
"E04249","Hadley Dang","Vice President","Accounting","Corporate","Female",47,"United States","Austin",2,NULL
"E01090","Ethan Mehta","Director","Sales","Research & Development","Male",49,"United States","Phoenix",22,NULL
"E04363","Savannah Singh","Director","Marketing","Speciality Products","Female",53,"United States","Seattle",26,NULL
"E04920","Nevaeh Hsu","Sr. Manger","Human Resources","Manufacturing","Female",32,"United States","Phoenix",7,NULL
"E03866","Jordan Zhu","Sr. Manger","Marketing","Manufacturing","Male",32,"United States","Seattle",7,NULL
"E03521","Jackson Navarro","Director","Sales","Corporate","Male",52,"Brazil","Sao Paulo",3,NULL
"E04095","Sadie Patterson","Sr. Analyst","Accounting","Speciality Products","Female",38,"United States","Seattle",3,NULL
"E01508","Penelope Rodriguez","Engineering Manager","Engineering","Manufacturing","Female",49,"Brazil","Rio de Janerio",8,NULL
"E02259","Emily Lau","Sr. Analyst","Finance","Manufacturing","Female",35,"United States","Phoenix",5,NULL
"E03124","Caleb Nelson","Director","Marketing","Corporate","Male",33,"United States","Columbus",6,NULL
"E00342","Wesley Doan","Manager","Finance","Corporate","Male",63,"China","Shanghai",20,NULL
"E03910","Nova Hsu","Manager","Human Resources","Speciality Products","Female",32,"United States","Phoenix",7,NULL
"E01832","Ezra Singh","Analyst","Finance","Manufacturing","Male",56,"United States","Austin",18,NULL
"E01755","Audrey Patel","Sr. Manger","Finance","Speciality Products","Female",37,"China","Shanghai",13,NULL
"E02391","Piper Ramos","Sr. Manger","Sales","Manufacturing","Female",49,"United States","Miami",28,NULL
"E00371","Melody Grant","Quality Engineer","Engineering","Corporate","Female",41,"United States","Seattle",18,NULL
"E02992","Paisley Sanders","Sr. Manger","Marketing","Speciality Products","Female",55,"United States","Miami",23,NULL
"E04369","Santiago f Gray","Quality Engineer","Engineering","Corporate","Male",27,"United States","Chicago",5,NULL
"E03532","Jaxson Santiago","Engineering Manager","Engineering","Research & Development","Male",56,"United States","Phoenix",5,NULL
"E00863","Lincoln Ramos","Operations Engineer","Engineering","Corporate","Male",59,"United States","Austin",15,NULL
"E03310","Dylan Campbell","Director","Engineering","Speciality Products","Male",45,"United States","Phoenix",13,NULL
"E01883","Olivia Gray","Manager","Marketing","Research & Development","Female",42,"United States","Columbus",8,NULL
"E01242","Emery Doan","Controls Engineer","Engineering","Corporate","Female",25,"China","Shanghai",2,NULL
"E02535","Caroline Perez","Controls Engineer","Engineering","Corporate","Female",29,"Brazil","Sao Paulo",6,NULL
"E00369","Genesis Woods","Manager","Human Resources","Speciality Products","Female",33,"United States","Columbus",10,NULL
"E02492","Parker Sandoval","Manager","Human Resources","Speciality Products","Male",59,"United States","Miami",9,NULL
"E03055","Austin Rojas","Vice President","Finance","Corporate","Male",29,"United States","Austin",5,NULL
"E01943","Vivian Espinoza","Sr. Manger","Sales","Corporate","Female",52,"Brazil","Rio de Janerio",17,NULL
"E01388","Cooper Gupta","Business Partner","Human Resources","Speciality Products","Male",58,"China","Chongqing",9,NULL
"E00717","Axel Santos","Sr. Analyst","Accounting","Speciality Products","Male",62,"United States","Phoenix",13,NULL
"E04637","Samuel Song","Director","Sales","Corporate","Male",31,"United States","Columbus",8,NULL
"E00340","Eliana Allen","Business Partner","Human Resources","Research & Development","Female",56,"United States","Phoenix",14,NULL
"E04751","Grayson James","Operations Engineer","Engineering","Speciality Products","Male",54,"United States","Seattle",13,NULL
"E04636","Hailey Yee","Account Representative","Sales","Research & Development","Female",54,"China","Chongqing",3,NULL
"E00568","Ian Vargas","Analyst","Sales","Manufacturing","Male",26,"Brazil","Rio de Janerio",3,NULL
"E02938","John Trinh","Director","Marketing","Corporate","Male",49,"China","Shanghai",9,NULL
"E01111","Santiago f Moua","Sr. Manger","Human Resources","Corporate","Male",45,"United States","Chicago",14,NULL
"E00952","Jaxon Powell","Field Engineer","Engineering","Research & Development","Male",59,"United States","Austin",28,NULL
"E04095","Ryan Holmes","Sr. Manger","Marketing","Speciality Products","Male",45,"United States","Columbus",6,NULL
"E04994","Bella Holmes","Director","Accounting","Research & Development","Female",35,"United States","Miami",6,NULL
"E00447","Hailey Sanchez","Vice President","Marketing","Corporate","Female",32,"Brazil","Manaus",10,NULL
"E00089","Sofia Yoon","Sr. Manger","Human Resources","Research & Development","Female",37,"China","Shanghai",13,NULL
"E03611","Alice Mehta","Analyst II","Sales","Research & Development","Female",45,"China","Beijing",5,NULL
"E04464","Cooper Yoon","Engineering Manager","Engineering","Research & Development","Male",60,"United States","Austin",6,NULL
"E01684","Jaxson Liang","Field Engineer","Engineering","Manufacturing","Male",64,"United States","Phoenix",5,NULL
"E02968","Caroline Santos","Analyst II","Finance","Research & Development","Female",25,"Brazil","Sao Paulo",3,NULL
"E03362","Lily Henderson","HRIS Analyst","Human Resources","Manufacturing","Female",61,"United States","Phoenix",13,NULL
"E01108","Hannah Martinez","Manager","Marketing","Manufacturing","Female",65,"United States","Miami",17,NULL
"E01967","John Dang","Director","Sales","Corporate","Male",58,"China","Chongqing",32,NULL
"E03795","Hazel Young","Sr. Manger","Sales","Speciality Products","Female",30,"United States","Austin",6,NULL
"E00508","Thomas Jung","Sr. Analyst","Accounting","Research & Development","Male",50,"China","Shanghai",14,NULL
"E02047","Xavier Perez","Sr. Analyst","Sales","Manufacturing","Male",51,"Brazil","Rio de Janerio",26,NULL
"E01582","Elijah Coleman","Sr. Manger","Sales","Research & Development","Male",53,"United States","Miami",9,NULL
"E02563","Clara Sanchez","Controls Engineer","Engineering","Corporate","Female",47,"Brazil","Rio de Janerio",5,NULL
"E04872","Isaac Stewart","Director","Marketing","Speciality Products","Male",25,"United States","Miami",3,NULL
"E03159","Claire Romero","Vice President","Marketing","Manufacturing","Female",37,"Brazil","Manaus",12,NULL
"E01337","Andrew Coleman","Director","Finance","Corporate","Male",41,"United States","Miami",5,NULL
"E03637","Landon Thao","HRIS Analyst","Human Resources","Speciality Products","Male",25,"United States","Phoenix",3,NULL
"E03354","Austin Brown","Director","Marketing","Research & Development","Male",48,"United States","Phoenix",16,NULL
"E01225","Christian Fong","Manager","Sales","Research & Development","Male",49,"China","Beijing",11,NULL
"E01264","Hazel Alvarez","Business Partner","Human Resources","Research & Development","Female",62,"Brazil","Sao Paulo",10,NULL
"E00480","Hadley Yee","Business Partner","Human Resources","Speciality Products","Female",31,"United States","Seattle",6,NULL
"E00203","Julia Doan","Business Partner","Human Resources","Speciality Products","Female",53,"United States","Columbus",6,NULL
"E00647","Dylan Ali","Sr. Manger","Human Resources","Speciality Products","Male",27,"United States","Phoenix",3,NULL
"E02453","Dylan Kumar","Sr. Analyst","Marketing","Speciality Products","Male",55,"China","Chongqing",17,NULL
"E00647","Emily Gupta","HRIS Analyst","Human Resources","Corporate","Female",44,"United States","Miami",18,NULL
"E02522","Silas Rivera","Vice President","Sales","Corporate","Male",48,"United States","Chicago",24,NULL
"E00459","Jackson Jordan","Business Partner","Human Resources","Research & Development","Male",48,"United States","Phoenix",3,NULL
"E03007","Isaac Joseph","Analyst","Sales","Manufacturing","Male",54,"United States","Seattle",25,NULL
"E04035","Hailey Lai","Sr. Manger","Finance","Manufacturing","Female",42,"China","Beijing",13,NULL
"E00952","Leilani Thao","Director","Human Resources","Speciality Products","Female",38,"United States","Seattle",17,NULL
"E03863","Madeline Watson","Account Representative","Sales","Research & Development","Female",40,"United States","Miami",15,NULL
"E02710","Silas Huang","Engineering Manager","Engineering","Research & Development","Male",57,"United States","Miami",32,NULL
"E01895","Peyton Walker","Analyst","Marketing","Research & Development","Female",43,"United States","Miami",4,NULL
"E02938","Jace Washington","Manager","Accounting","Research & Development","Male",44,"United States","Phoenix",22,NULL
"E03379","Landon Kim","Manager","Human Resources","Speciality Products","Male",50,"United States","Phoenix",12,NULL
"E02153","Peyton Vasquez","Analyst","Accounting","Corporate","Female",26,"United States","Phoenix",5,NULL
"E00994","Charlotte Baker","Analyst II","Sales","Manufacturing","Female",29,"United States","Austin",7,NULL
"E00943","Elena Mendoza","Director","Sales","Speciality Products","Female",27,"Brazil","Sao Paulo",5,NULL
"E03457","Ivy Desai","Controls Engineer","Engineering","Research & Development","Female",59,"China","Shanghai",23,NULL
"E02193","Josephine Acosta","Director","Human Resources","Speciality Products","Female",40,"Brazil","Manaus",3,NULL
"E00577","Nora Nunez","Analyst II","Finance","Research & Development","Female",45,"Brazil","Sao Paulo",11,NULL
"E00538","Caleb Xiong","Sr. Account Representative","Sales","Corporate","Male",38,"United States","Chicago",12,NULL
"E01415","Henry Green","Sr. Account Representative","Sales","Speciality Products","Male",32,"United States","Phoenix",4,NULL
"E00717","Madelyn Chan","Manager","Sales","Speciality Products","Female",64,"United States","Phoenix",21,NULL
"E00225","Angel Delgado","Director","Finance","Corporate","Male",31,"United States","Seattle",6,NULL
"E02889","Mia Herrera","Director","Marketing","Research & Development","Female",43,"Brazil","Manaus",9,NULL
"E04163","David Herrera","Engineering Manager","Engineering","Speciality Products","Male",32,"Brazil","Rio de Janerio",2,NULL
"E01652","Avery Dominguez","Sr. Manger","Sales","Corporate","Female",27,"Brazil","Rio de Janerio",4,NULL
"E00880","Grace Carter","Sr. Manger","Human Resources","Speciality Products","Female",25,"United States","Austin",3,NULL
"E04335","Parker Allen","Sr. Analyst","Sales","Speciality Products","Male",31,"United States","Miami",5,NULL
"E01300","Sadie Lee","Sr. Manger","Marketing","Corporate","Female",65,"China","Chengdu",23,NULL
"E03102","Cooper Valdez","Manager","Sales","Corporate","Male",50,"Brazil","Sao Paulo",12,NULL
"E02059","Roman Munoz","Sr. Manger","Sales","Speciality Products","Male",54,"United States","Austin",12,NULL
"E03894","Charlotte Chang","Manager","Sales","Research & Development","Female",50,"United States","Chicago",24,NULL
"E03106","Xavier Davis","Vice President","Finance","Corporate","Male",36,"United States","Seattle",15,NULL
"E01350","Natalie Carter","Director","Finance","Corporate","Female",64,"United States","Austin",11,NULL
"E02900","Elena Richardson","Manager","Accounting","Manufacturing","Female",34,"United States","Columbus",9,NULL
"E02202","Emilia Bailey","Vice President","Accounting","Speciality Products","Female",41,"United States","Austin",11,NULL
"E02696","Ryan Lu","Development Engineer","Engineering","Speciality Products","Male",25,"United States","Columbus",2,NULL
"E04562","Kinsley Martinez","Director","Human Resources","Speciality Products","Female",52,"Brazil","Sao Paulo",30,NULL
"E02554","Joshua Ramirez","Vice President","Human Resources","Corporate","Male",44,"Brazil","Sao Paulo",16,NULL
"E03412","Joshua Martin","Sr. Manger","Human Resources","Research & Development","Male",42,"United States","Phoenix",20,NULL
"E00646","Charles Moore","Analyst","Accounting","Speciality Products","Male",49,"United States","Seattle",12,NULL
"E03580","Maverick Medina","Analyst II","Sales","Manufacturing","Male",39,"United States","Seattle",17,NULL
"E00446","Isaac Han","Vice President","Human Resources","Speciality Products","Male",31,"United States","Phoenix",9,NULL
"E02363","Eliza Liang","Sr. Manger","Human Resources","Speciality Products","Female",36,"China","Beijing",14,NULL
"E03718","Zoe Zhou","Manager","Finance","Corporate","Female",61,"China","Beijing",14,NULL
"E01749","Nathan Lee","Analyst","Accounting","Manufacturing","Male",29,"United States","Columbus",7,NULL
"E01338","Jaxson Coleman","Manager","Finance","Manufacturing","Male",32,"United States","Miami",4,NULL
"E03000","Hailey Hong","Account Representative","Sales","Research & Development","Female",33,"United States","Chicago",3,NULL
"E02684","Aaron Maldonado","Analyst II","Finance","Manufacturing","Male",39,"United States","Seattle",15,NULL
"E02561","Samantha Vargas","Director","Human Resources","Corporate","Female",53,"Brazil","Sao Paulo",17,NULL
"E00758","Alice Roberts","Director","Human Resources","Manufacturing","Female",54,"United States","Miami",29,NULL
"E01488","Stella Lai","Sr. Analyst","Accounting","Manufacturing","Female",44,"United States","Miami",3,NULL
"E04415","Leonardo Luong","Manager","Finance","Manufacturing","Male",52,"United States","Phoenix",24,NULL
"E03278","Nicholas Wong","Director","Sales","Research & Development","Male",27,"United States","Columbus",4,NULL
"E00282","Jeremiah Castillo","Analyst II","Accounting","Research & Development","Male",58,"United States","Columbus",18,NULL
"E03305","Cooper Jiang","Analyst II","Accounting","Corporate","Male",49,"China","Chongqing",4,NULL
"E02558","Jose Richardson","Director","Marketing","Research & Development","Male",26,"United States","Miami",4,NULL
"E00956","Eleanor Chau","Development Engineer","Engineering","Research & Development","Female",37,"United States","Phoenix",4,NULL
"E03858","John Cho","Director","Human Resources","Speciality Products","Male",47,"China","Chengdu",4,NULL
"E02627","Parker Avila","Analyst II","Marketing","Manufacturing","Male",47,"Brazil","Manaus",18,NULL
"E03778","Luke Vu","Sr. Manger","Marketing","Speciality Products","Male",52,"China","Shanghai",6,NULL
"E02310","Jordan Phillips","Vice President","Human Resources","Corporate","Male",45,"United States","Columbus",13,NULL
"E02661","Maya Chan","Controls Engineer","Engineering","Speciality Products","Female",37,"China","Beijing",11,NULL
"E00836","Wesley King","Manager","Accounting","Manufacturing","Male",57,"United States","Chicago",5,NULL
"E00682","Sofia Fernandez","Manager","Accounting","Manufacturing","Female",44,"United States","Phoenix",18,NULL
"E00785","Hannah Hoang","Manager","Accounting","Speciality Products","Female",25,"China","Chengdu",2,NULL
"E04598","Violet Garcia","Sr. Analyst","Marketing","Speciality Products","Female",35,"United States","Austin",7,NULL
"E02703","Austin Vang","Manager","Marketing","Speciality Products","Male",49,"China","Beijing",6,NULL
"E02191","Maria Sun","Director","Sales","Corporate","Female",25,"China","Chengdu",2,NULL
"E03349","Dylan Chin","Director","Finance","Corporate","Male",60,"United States","Miami",7,NULL
"E04032","Emery Zhang","Field Engineer","Engineering","Corporate","Female",45,"China","Beijing",12,NULL
"E00005","Riley Washington","Director","Sales","Speciality Products","Female",39,"United States","Phoenix",17,NULL
"E04354","Raelynn Rios","Vice President","Sales","Manufacturing","Female",43,"United States","Columbus",7,NULL
"E03430","Leo Herrera","Sr. Business Partner","Human Resources","Research & Development","Male",48,"Brazil","Manaus",26,NULL
"E03094","Wesley Young","Sr. Analyst","Marketing","Speciality Products","Male",33,"United States","Columbus",7,NULL
"E01909","Lillian Khan","Analyst","Finance","Speciality Products","Female",44,"China","Chengdu",14,NULL
"E04398","Oliver Yang","Director","Marketing","Speciality Products","Male",31,"United States","Miami",5,NULL
"E02521","Lily Nguyen","Sr. Analyst","Finance","Speciality Products","Female",33,"China","Chengdu",12,NULL
"E03545","Sofia Cheng","Vice President","Accounting","Corporate","Female",63,"United States","Miami",3,NULL
"E00559","Penelope Silva","Network Architect","IT","Speciality Products","Female",36,"United States","Columbus",7,35000
"E02221","Julian Delgado","Systems Analyst","IT","Speciality Products","Male",29,"Brazil","Rio de Janerio",8,35000
"E00126","Isabella Scott","Network Administrator","IT","Research & Development","Female",58,"United States","Phoenix",8,35000
"E00481","Jameson Nelson","Network Architect","IT","Research & Development","Male",61,"United States","Columbus",8,35000
"E02833","Adrian Fernandez","Systems Analyst","IT","Research & Development","Male",45,"United States","Columbus",22,35000
"E03902","Madison Hunter","Network Administrator","IT","Corporate","Female",40,"United States","Columbus",12,35000
"E00287","Maverick Figueroa","IT Systems Architect","IT","Corporate","Male",48,"United States","Chicago",15,35000
"E03247","Aaliyah Mai","Vice President","IT","Speciality Products","Female",57,"United States","Phoenix",7,35000
"E00156","Madelyn Scott","Sr. Manger","IT","Research & Development","Female",46,"United States","Phoenix",22,35000
"E01578","Anthony Hong","Sr. Manger","IT","Research & Development","Male",37,"United States","Columbus",13,35000
"E03058","Robert Wright","Technical Architect","IT","Manufacturing","Male",30,"United States","Chicago",8,35000
"E04762","Audrey Richardson","Director","IT","Manufacturing","Female",46,"United States","Chicago",5,35000
"E01148","Scarlett Kumar","Systems Analyst","IT","Corporate","Female",55,"United States","Columbus",15,35000
"E02832","Penelope Jordan","Computer Systems Manager","IT","Manufacturing","Female",26,"United States","Chicago",4,35000
"E01550","Ruby Barnes","Manager","IT","Corporate","Female",27,"United States","Phoenix",3,35000
"E04116","David Barnes","Director","IT","Corporate","Male",64,"United States","Columbus",10,35000
"E03680","Elias Alvarado","Sr. Manger","IT","Manufacturing","Male",56,"Brazil","Manaus",12,35000
"E03484","Logan Rivera","Director","IT","Research & Development","Male",59,"Brazil","Rio de Janerio",22,35000
"E00304","Dylan Choi","Vice President","IT","Corporate","Male",63,"China","Beijing",12,35000
"E02594","Ezekiel Kumar","IT Coordinator","IT","Research & Development","Male",28,"United States","Columbus",6,35000
"E02074","Nora Brown","Enterprise Architect","IT","Manufacturing","Female",32,"United States","Austin",10,35000
"E04285","Riley Padilla","Technical Architect","IT","Manufacturing","Female",35,"United States","Miami",11,35000
"E01417","Leah Pena","Enterprise Architect","IT","Corporate","Female",57,"Brazil","Manaus",30,35000
"E03574","John Moore","Vice President","IT","Speciality Products","Male",52,"United States","Seattle",18,35000
"E03538","Gabriel Holmes","Enterprise Architect","IT","Research & Development","Male",40,"United States","Seattle",13,35000
"E02185","Wyatt Rojas","Computer Systems Manager","IT","Corporate","Male",32,"United States","Austin",11,35000
"E03830","Eva Coleman","Director","IT","Research & Development","Female",37,"United States","Seattle",14,35000
"E02862","Peyton Huang","Sr. Manger","IT","Manufacturing","Female",25,"China","Beijing",2,35000
"E00699","Ava Ayala","Sr. Manger","IT","Corporate","Female",55,"Brazil","Manaus",17,35000
"E01249","Penelope Guerrero","Vice President","IT","Speciality Products","Female",43,"United States","Seattle",14,35000
"E03349","Anna Mehta","Cloud Infrastructure Architect","IT","Speciality Products","Female",32,"United States","Seattle",4,35000
"E01540","Miles Salazar","IT Coordinator","IT","Manufacturing","Male",36,"Brazil","Sao Paulo",13,35000
"E03417","Benjamin Moua","Computer Systems Manager","IT","Manufacturing","Male",40,"China","Chongqing",16,35000
"E03440","Genesis Navarro","Cloud Infrastructure Architect","IT","Corporate","Female",41,"Brazil","Manaus",15,35000
"E00431","Eliza Hernandez","Network Architect","IT","Corporate","Female",48,"Brazil","Rio de Janerio",4,35000
"E01258","Gabriel Brooks","Network Engineer","IT","Manufacturing","Male",29,"United States","Miami",5,35000
"E04931","Zoe Romero","Network Architect","IT","Manufacturing","Female",32,"Brazil","Sao Paulo",2,35000
"E00443","Nolan Bui","Computer Systems Manager","IT","Research & Development","Male",28,"China","Shanghai",4,35000
"E02875","Madeline Shin","Computer Systems Manager","IT","Speciality Products","Female",48,"United States","Seattle",17,35000
"E04903","Skylar Liu","Director","IT","Research & Development","Female",29,"China","Chengdu",3,35000
"E04735","Nova Coleman","System Administrator�","IT","Manufacturing","Female",44,"United States","Miami",17,35000
"E01642","Mia Lam","Sr. Manger","IT","Manufacturing","Female",49,"United States","Austin",18,35000
"E02331","Sophia Huynh","Enterprise Architect","IT","Manufacturing","Female",55,"United States","Miami",18,35000
"E04267","Greyson Sanders","Cloud Infrastructure Architect","IT","Speciality Products","Male",28,"United States","Chicago",5,35000
"E03042","Ava Nelson","Systems Analyst","IT","Manufacturing","Female",63,"United States","Phoenix",32,35000
"E03131","Ezekiel Reed","Sr. Manger","IT","Manufacturing","Male",37,"United States","Miami",10,35000
"E00306","Mateo Williams","Enterprise Architect","IT","Manufacturing","Male",40,"United States","Austin",13,35000
"E02094","Matthew Gupta","Network Engineer","IT","Speciality Products","Male",45,"China","Beijing",18,35000
"E03567","Silas Chavez","Technical Architect","IT","Research & Development","Male",51,"United States","Columbus",16,35000
"E01499","Elias Zhang","Solutions Architect","IT","Research & Development","Male",54,"China","Beijing",10,35000
"E00521","Lily Carter","Network Architect","IT","Research & Development","Female",54,"United States","Phoenix",26,35000
"E02855","Piper Cheng","Enterprise Architect","IT","Manufacturing","Female",62,"United States","Miami",15,35000
"E00816","Skylar Watson","Network Architect","IT","Speciality Products","Female",28,"United States","Phoenix",2,35000
"E02283","Jaxon Park","Network Architect","IT","Manufacturing","Male",33,"China","Chengdu",3,35000
"E04888","Elijah Henry","Manager","IT","Corporate","Male",32,"United States","Miami",10,35000
"E04504","Jameson Alvarado","Enterprise Architect","IT","Manufacturing","Male",47,"Brazil","Sao Paulo",25,35000
"E04618","Mason Zhao","Technical Architect","IT","Research & Development","Male",46,"China","Chongqing",2,35000
"E00535","Nathan Mendez","Manager","IT","Speciality Products","Male",53,"United States","Austin",17,35000
